user_id,install_date,country,platform,acquisition_channel,device_tier,archetype
2173,2024-02-17,UK,iOS,Google Ads,low,minnow
2174,2024-03-03,UK,iOS,Google Ads,low,whale
2175,2024-03-28,US,iOS,Organic,mid,non_spender
2176,2024-01-04,US,iOS,Google Ads,low,non_spender
2177,2024-01-27,UK,Android,Google Ads,high,non_spender
2178,2024-01-16,UK,iOS,Facebook Ads,high,minnow
2179,2024-01-31,AU,Android,Organic,mid,non_spender
2180,2024-01-14,UK,Android,TikTok,mid,non_spender
2181,2024-02-03,AU,iOS,TikTok,high,non_spender
2182,2024-01-24,AU,iOS,TikTok,low,non_spender
2183,2024-03-13,IN,iOS,TikTok,low,minnow
2184,2024-03-04,AU,Android,TikTok,mid,non_spender
2185,2024-03-23,US,Android,Facebook Ads,mid,dolphin
2186,2024-01-05,CA,iOS,TikTok,mid,non_spender
2187,2024-01-27,AU,iOS,Google Ads,low,non_spender
2188,2024-01-15,AU,iOS,Google Ads,high,non_spender
2189,2024-02-22,US,Android,Google Ads,mid,non_spender
2190,2024-02-16,IN,Android,TikTok,high,non_spender
2191,2024-02-19,CA,Android,Google Ads,high,dolphin
2192,2024-03-27,US,iOS,Facebook Ads,low,non_spender
2193,2024-02-17,UK,Android,TikTok,low,minnow
2194,2024-01-01,CA,iOS,TikTok,low,non_spender
2195,2024-03-06,CA,iOS,Google Ads,high,non_spender
2196,2024-01-21,CA,Android,Organic,low,non_spender
2197,2024-02-18,US,iOS,Organic,high,minnow
2198,2024-03-25,AU,Android,Organic,low,minnow
2199,2024-02-07,IN,iOS,TikTok,mid,minnow
2200,2024-02-21,IN,iOS,Google Ads,high,minnow
2201,2024-01-25,AU,iOS,TikTok,low,non_spender
2202,2024-01-05,UK,iOS,Facebook Ads,mid,non_spender
2203,2024-02-16,CA,Android,Facebook Ads,low,non_spender
2204,2024-01-18,IN,Android,TikTok,high,non_spender
2205,2024-03-26,US,Android,Facebook Ads,low,non_spender
2206,2024-03-04,IN,Android,TikTok,high,dolphin
2207,2024-01-10,CA,iOS,Google Ads,high,non_spender
2208,2024-03-12,IN,Android,Google Ads,low,minnow
2209,2024-03-01,US,iOS,TikTok,low,minnow
2210,2024-02-22,CA,iOS,Google Ads,high,non_spender
2211,2024-02-25,CA,Android,TikTok,high,non_spender
2212,2024-03-09,US,iOS,Google Ads,high,non_spender
2213,2024-01-02,CA,Android,Google Ads,mid,minnow
2214,2024-02-29,AU,iOS,TikTok,low,non_spender
2215,2024-01-11,IN,Android,TikTok,mid,non_spender
2216,2024-03-16,IN,iOS,TikTok,high,dolphin
2217,2024-03-17,US,iOS,Facebook Ads,mid,non_spender
2218,2024-03-03,AU,Android,Organic,high,non_spender
2219,2024-02-23,IN,Android,TikTok,high,non_spender
2220,2024-03-13,US,Android,Organic,low,non_spender
2221,2024-02-27,AU,Android,TikTok,mid,non_spender
2222,2024-02-03,IN,Android,Facebook Ads,high,non_spender
2223,2024-02-21,US,Android,Organic,low,non_spender
2224,2024-01-01,CA,Android,Google Ads,high,non_spender
2225,2024-02-09,CA,iOS,TikTok,low,whale
2226,2024-01-01,US,Android,Organic,high,non_spender
2227,2024-03-03,IN,Android,TikTok,mid,minnow
2228,2024-02-11,CA,iOS,Organic,high,minnow
2229,2024-03-21,IN,Android,Facebook Ads,mid,non_spender
2230,2024-03-20,UK,iOS,Facebook Ads,low,non_spender
2231,2024-02-16,AU,iOS,Facebook Ads,mid,non_spender
2232,2024-03-30,US,Android,Facebook Ads,low,non_spender
2233,2024-02-07,US,Android,Facebook Ads,mid,non_spender
2234,2024-03-18,UK,iOS,Facebook Ads,high,dolphin
2235,2024-02-04,US,iOS,TikTok,high,non_spender
2236,2024-03-12,US,iOS,TikTok,high,minnow
2237,2024-02-23,UK,Android,Organic,high,minnow
2238,2024-01-13,US,iOS,TikTok,low,non_spender
2239,2024-02-04,IN,Android,Facebook Ads,low,non_spender
2240,2024-03-09,US,iOS,TikTok,low,dolphin
2241,2024-02-18,US,Android,Facebook Ads,high,non_spender
2242,2024-02-03,US,iOS,Organic,high,non_spender
2243,2024-01-05,IN,iOS,Organic,mid,non_spender
2244,2024-01-06,AU,iOS,Google Ads,mid,non_spender
2245,2024-03-04,AU,iOS,Facebook Ads,high,non_spender
2246,2024-01-04,CA,Android,Organic,low,non_spender
2247,2024-01-14,IN,iOS,Google Ads,mid,minnow
2248,2024-01-07,IN,iOS,TikTok,high,non_spender
2249,2024-01-15,UK,iOS,TikTok,low,non_spender
2250,2024-02-04,CA,iOS,Organic,high,non_spender
2251,2024-01-19,UK,Android,Organic,low,non_spender
2252,2024-02-04,IN,Android,Google Ads,high,non_spender
2253,2024-02-17,CA,iOS,Facebook Ads,mid,non_spender
2254,2024-01-24,US,Android,TikTok,high,non_spender
2255,2024-01-17,IN,Android,Facebook Ads,high,dolphin
2256,2024-02-19,UK,Android,Organic,mid,non_spender
2257,2024-02-01,US,Android,TikTok,high,minnow
2258,2024-03-10,IN,iOS,Facebook Ads,low,minnow
2259,2024-01-14,AU,iOS,Google Ads,low,non_spender
2260,2024-03-19,CA,iOS,Organic,low,non_spender
2261,2024-03-08,IN,Android,TikTok,mid,non_spender
2262,2024-03-20,IN,iOS,TikTok,low,minnow
2263,2024-03-02,US,iOS,TikTok,high,non_spender
2264,2024-03-30,UK,iOS,Google Ads,mid,non_spender
2265,2024-03-06,US,Android,Google Ads,low,non_spender
2266,2024-01-08,IN,Android,Google Ads,low,non_spender
2267,2024-02-12,IN,iOS,Facebook Ads,high,non_spender
2268,2024-02-14,IN,Android,Google Ads,low,minnow
2269,2024-03-11,CA,iOS,Organic,mid,dolphin
2270,2024-02-26,US,iOS,Organic,high,non_spender
2271,2024-01-30,IN,iOS,Facebook Ads,low,minnow
2272,2024-01-18,IN,iOS,Facebook Ads,high,non_spender
2273,2024-02-08,US,Android,TikTok,mid,minnow
2274,2024-02-12,IN,iOS,Facebook Ads,mid,dolphin
2275,2024-01-23,IN,iOS,Google Ads,mid,minnow
2276,2024-01-06,AU,Android,Facebook Ads,mid,dolphin
2277,2024-01-04,CA,iOS,Google Ads,mid,minnow
2278,2024-01-06,CA,iOS,TikTok,mid,non_spender
2279,2024-01-18,CA,Android,Facebook Ads,mid,non_spender
2280,2024-03-13,US,Android,TikTok,low,non_spender
2281,2024-03-24,UK,iOS,Facebook Ads,mid,non_spender
2282,2024-03-03,CA,Android,Google Ads,mid,non_spender
2283,2024-01-11,UK,Android,TikTok,low,minnow
2284,2024-01-04,UK,iOS,TikTok,low,non_spender
2285,2024-03-21,IN,iOS,Organic,low,minnow
2286,2024-01-05,AU,Android,TikTok,mid,minnow
2287,2024-03-10,CA,Android,Google Ads,mid,non_spender
2288,2024-03-05,CA,Android,Organic,mid,non_spender
2289,2024-01-11,US,iOS,TikTok,high,non_spender
2290,2024-01-03,IN,iOS,TikTok,mid,whale
2291,2024-03-16,UK,Android,Google Ads,high,minnow
2292,2024-01-18,US,Android,TikTok,high,non_spender
2293,2024-03-13,IN,iOS,TikTok,low,non_spender
2294,2024-03-23,UK,iOS,Facebook Ads,mid,dolphin
2295,2024-03-09,AU,Android,Facebook Ads,mid,non_spender
2296,2024-03-27,IN,iOS,Organic,low,non_spender
2297,2024-01-28,US,Android,TikTok,high,non_spender
2298,2024-01-25,AU,iOS,Facebook Ads,mid,minnow
2299,2024-02-27,IN,Android,Google Ads,high,non_spender
2300,2024-02-10,UK,Android,Google Ads,high,non_spender
2301,2024-02-17,CA,iOS,Organic,high,non_spender
2302,2024-03-15,AU,Android,Facebook Ads,mid,non_spender
2303,2024-01-21,IN,Android,Google Ads,low,dolphin
2304,2024-01-07,IN,Android,Organic,low,non_spender
2305,2024-03-04,US,Android,TikTok,high,non_spender
2306,2024-01-02,UK,Android,Facebook Ads,low,dolphin
2307,2024-02-11,UK,iOS,Facebook Ads,low,dolphin
2308,2024-03-15,CA,iOS,Organic,mid,non_spender
2309,2024-01-18,AU,iOS,Facebook Ads,low,minnow
2310,2024-02-28,US,iOS,Facebook Ads,mid,non_spender
2311,2024-01-06,CA,Android,Organic,high,minnow
2312,2024-02-16,IN,iOS,Google Ads,low,non_spender
2313,2024-02-11,CA,iOS,Google Ads,low,non_spender
2314,2024-03-17,UK,iOS,Facebook Ads,mid,non_spender
2315,2024-01-02,CA,iOS,Organic,low,non_spender
2316,2024-01-27,UK,iOS,Organic,low,minnow
2317,2024-03-12,IN,iOS,TikTok,high,dolphin
2318,2024-02-15,AU,Android,TikTok,mid,non_spender
2319,2024-01-12,UK,Android,Google Ads,mid,non_spender
2320,2024-02-12,UK,Android,Facebook Ads,mid,minnow
2321,2024-03-21,CA,Android,Organic,mid,non_spender
2322,2024-03-25,UK,iOS,Organic,mid,non_spender
2323,2024-03-30,CA,iOS,Organic,high,non_spender
2324,2024-01-28,US,Android,Facebook Ads,mid,non_spender
2325,2024-02-16,CA,Android,TikTok,high,dolphin
2326,2024-01-30,IN,iOS,Google Ads,low,non_spender
2327,2024-01-14,UK,iOS,Google Ads,high,minnow
2328,2024-02-21,CA,iOS,TikTok,mid,non_spender
2329,2024-02-06,AU,iOS,Google Ads,mid,minnow
2330,2024-01-15,CA,iOS,TikTok,mid,non_spender
2331,2024-02-15,AU,iOS,Facebook Ads,high,non_spender
2332,2024-03-17,AU,iOS,Facebook Ads,mid,non_spender
2333,2024-03-04,US,Android,TikTok,low,non_spender
2334,2024-02-24,CA,iOS,TikTok,high,non_spender
2335,2024-01-20,AU,iOS,Facebook Ads,low,minnow
2336,2024-03-03,IN,iOS,Organic,mid,non_spender
2337,2024-01-22,US,iOS,Google Ads,mid,non_spender
2338,2024-01-18,UK,iOS,Google Ads,high,non_spender
2339,2024-01-30,CA,iOS,Facebook Ads,high,non_spender
2340,2024-03-27,CA,iOS,Google Ads,low,minnow
2341,2024-02-12,AU,iOS,Google Ads,mid,non_spender
2342,2024-01-22,CA,Android,Facebook Ads,low,non_spender
2343,2024-02-05,UK,iOS,Google Ads,low,non_spender
2344,2024-01-19,US,iOS,Google Ads,high,non_spender
2345,2024-03-19,AU,iOS,Organic,high,minnow
2346,2024-01-09,UK,iOS,Google Ads,mid,non_spender
2347,2024-02-19,AU,iOS,Google Ads,low,non_spender
2348,2024-01-20,AU,iOS,TikTok,mid,minnow
2349,2024-03-15,UK,Android,Facebook Ads,high,non_spender
2350,2024-02-27,AU,iOS,Organic,mid,non_spender
2351,2024-02-13,US,Android,Google Ads,low,non_spender
2352,2024-02-11,UK,iOS,TikTok,high,non_spender
2353,2024-01-07,CA,iOS,Google Ads,low,non_spender
2354,2024-01-31,US,Android,Google Ads,high,minnow
2355,2024-02-26,US,Android,TikTok,high,non_spender
2356,2024-01-31,IN,Android,Google Ads,high,non_spender
2357,2024-02-22,CA,iOS,Google Ads,low,minnow
2358,2024-02-28,IN,iOS,Organic,low,non_spender
2359,2024-01-02,CA,Android,Google Ads,high,non_spender
2360,2024-03-28,IN,iOS,TikTok,mid,non_spender
2361,2024-01-16,CA,Android,Google Ads,mid,non_spender
2362,2024-02-08,CA,iOS,Google Ads,mid,dolphin
2363,2024-03-28,IN,Android,Organic,low,minnow
2364,2024-03-25,UK,iOS,Google Ads,mid,minnow
2365,2024-01-26,IN,iOS,TikTok,high,non_spender
2366,2024-01-12,CA,Android,Facebook Ads,low,non_spender
2367,2024-03-15,IN,iOS,Organic,mid,whale
2368,2024-03-05,AU,iOS,Facebook Ads,mid,minnow
2369,2024-02-22,CA,iOS,Organic,low,minnow
2370,2024-01-02,UK,Android,Facebook Ads,low,non_spender
2371,2024-01-04,US,Android,TikTok,low,non_spender
2372,2024-01-26,CA,iOS,Organic,low,non_spender
2373,2024-02-19,IN,Android,TikTok,mid,minnow
2374,2024-03-07,AU,iOS,TikTok,high,non_spender
2375,2024-01-27,US,Android,TikTok,mid,non_spender
2376,2024-03-06,CA,Android,Organic,low,minnow
2377,2024-01-02,US,iOS,Organic,mid,non_spender
2378,2024-01-30,AU,iOS,Organic,high,non_spender
2379,2024-01-28,AU,Android,Google Ads,high,minnow
2380,2024-01-10,US,iOS,TikTok,mid,minnow
2381,2024-02-09,CA,Android,Facebook Ads,low,non_spender
2382,2024-02-11,UK,iOS,Facebook Ads,mid,non_spender
2383,2024-03-20,US,Android,TikTok,low,non_spender
2384,2024-02-26,AU,iOS,Facebook Ads,high,minnow
2385,2024-01-27,US,iOS,Facebook Ads,low,minnow
2386,2024-02-03,AU,Android,Google Ads,low,non_spender
2387,2024-03-29,US,iOS,Facebook Ads,high,dolphin
2388,2024-02-09,IN,iOS,Google Ads,low,non_spender
2389,2024-03-30,US,iOS,Google Ads,mid,non_spender
2390,2024-02-17,AU,iOS,TikTok,high,non_spender
2391,2024-02-29,US,iOS,Google Ads,low,minnow
2392,2024-02-20,AU,Android,TikTok,low,non_spender
2393,2024-01-24,AU,Android,Google Ads,high,non_spender
2394,2024-01-02,UK,iOS,Organic,high,minnow
2395,2024-03-18,US,iOS,Organic,low,non_spender
2396,2024-01-15,IN,Android,Facebook Ads,low,dolphin
2397,2024-01-28,AU,iOS,Google Ads,mid,non_spender
2398,2024-01-24,IN,Android,Organic,high,non_spender
2399,2024-03-18,UK,Android,TikTok,high,minnow
2400,2024-03-28,IN,Android,TikTok,low,non_spender
2401,2024-02-27,UK,Android,Facebook Ads,high,non_spender
2402,2024-03-10,IN,iOS,Google Ads,high,minnow
2403,2024-02-05,IN,Android,Facebook Ads,mid,minnow
2404,2024-03-20,IN,Android,TikTok,mid,whale
2405,2024-02-25,US,iOS,Organic,mid,minnow
2406,2024-02-02,US,iOS,TikTok,low,minnow
2407,2024-01-20,UK,iOS,Google Ads,mid,dolphin
2408,2024-03-07,UK,iOS,Facebook Ads,mid,non_spender
2409,2024-01-16,US,iOS,TikTok,low,non_spender
2410,2024-03-08,CA,iOS,Organic,low,non_spender
2411,2024-03-18,AU,Android,TikTok,low,non_spender
2412,2024-03-18,AU,Android,Google Ads,high,minnow
2413,2024-01-16,UK,iOS,Organic,low,dolphin
2414,2024-03-27,UK,Android,Facebook Ads,mid,non_spender
2415,2024-03-11,AU,Android,TikTok,high,non_spender
2416,2024-01-15,IN,Android,Organic,high,non_spender
2417,2024-02-10,AU,iOS,Facebook Ads,low,non_spender
2418,2024-02-13,CA,Android,Organic,high,non_spender
2419,2024-01-27,UK,iOS,TikTok,high,non_spender
2420,2024-03-18,CA,iOS,TikTok,mid,non_spender
2421,2024-01-31,CA,Android,Google Ads,mid,non_spender
2422,2024-03-23,AU,iOS,Google Ads,high,non_spender
2423,2024-03-02,US,Android,TikTok,mid,non_spender
2424,2024-02-09,US,iOS,Organic,high,dolphin
2425,2024-03-24,IN,iOS,Facebook Ads,high,non_spender
2426,2024-03-13,US,iOS,Google Ads,high,non_spender
2427,2024-01-25,CA,iOS,TikTok,high,non_spender
2428,2024-03-06,AU,iOS,TikTok,mid,non_spender
2429,2024-03-29,AU,iOS,TikTok,low,non_spender
2430,2024-01-01,AU,iOS,Organic,high,non_spender
2431,2024-03-27,CA,Android,Facebook Ads,high,non_spender
2432,2024-02-08,AU,iOS,TikTok,low,whale
2433,2024-03-28,AU,iOS,Facebook Ads,low,non_spender
2434,2024-02-23,UK,iOS,Google Ads,low,dolphin
2435,2024-01-20,CA,Android,TikTok,low,non_spender
2436,2024-03-05,UK,iOS,Google Ads,high,non_spender
2437,2024-02-22,IN,iOS,Google Ads,mid,non_spender
2438,2024-03-21,CA,Android,Google Ads,low,non_spender
2439,2024-03-24,US,Android,Facebook Ads,mid,minnow
2440,2024-01-29,AU,iOS,TikTok,high,minnow
2441,2024-02-02,CA,iOS,Google Ads,low,non_spender
2442,2024-02-04,AU,Android,Google Ads,mid,minnow
2443,2024-03-16,UK,iOS,Organic,mid,non_spender
2444,2024-01-20,IN,Android,Google Ads,low,minnow
2445,2024-01-04,US,Android,TikTok,low,non_spender
2446,2024-01-19,US,iOS,TikTok,low,minnow
2447,2024-02-14,CA,iOS,Facebook Ads,high,minnow
2448,2024-01-13,UK,iOS,TikTok,mid,non_spender
2449,2024-03-26,UK,Android,Google Ads,mid,non_spender
2450,2024-02-22,IN,Android,Organic,mid,minnow
2451,2024-02-12,CA,iOS,Facebook Ads,mid,non_spender
2452,2024-03-12,CA,iOS,Google Ads,high,dolphin
2453,2024-01-26,IN,iOS,Facebook Ads,mid,non_spender
2454,2024-03-17,US,iOS,TikTok,mid,non_spender
2455,2024-01-20,UK,iOS,Facebook Ads,high,minnow
2456,2024-02-08,IN,Android,Google Ads,low,whale
2457,2024-03-19,CA,Android,TikTok,high,non_spender
2458,2024-03-18,IN,Android,TikTok,high,non_spender
2459,2024-02-11,CA,iOS,Organic,low,minnow
2460,2024-02-07,US,iOS,Facebook Ads,mid,non_spender
2461,2024-01-19,AU,iOS,Facebook Ads,low,minnow
2462,2024-02-15,UK,Android,Organic,mid,non_spender
2463,2024-02-11,CA,Android,Google Ads,mid,non_spender
2464,2024-03-12,US,Android,Facebook Ads,high,non_spender
2465,2024-02-16,IN,iOS,Facebook Ads,mid,non_spender
2466,2024-01-11,US,Android,Facebook Ads,high,dolphin
2467,2024-03-08,CA,iOS,TikTok,high,non_spender
2468,2024-01-26,US,iOS,Facebook Ads,high,minnow
2469,2024-01-12,IN,iOS,Organic,low,non_spender
2470,2024-02-06,CA,iOS,Google Ads,low,non_spender
2471,2024-03-28,IN,Android,Organic,high,dolphin
2472,2024-01-13,IN,iOS,Organic,mid,minnow
2473,2024-02-23,CA,Android,Facebook Ads,low,non_spender
2474,2024-01-04,UK,Android,TikTok,low,non_spender
2475,2024-02-18,AU,Android,Organic,mid,minnow
2476,2024-01-11,US,Android,Google Ads,mid,non_spender
2477,2024-03-27,UK,Android,Facebook Ads,mid,minnow
2478,2024-01-28,US,iOS,Organic,low,non_spender
2479,2024-02-26,US,Android,Facebook Ads,mid,non_spender
2480,2024-02-23,CA,Android,Organic,mid,non_spender
2481,2024-02-05,IN,Android,TikTok,mid,non_spender
2482,2024-02-04,UK,Android,Organic,low,minnow
2483,2024-01-17,US,iOS,Google Ads,mid,non_spender
2484,2024-01-30,UK,Android,Facebook Ads,high,dolphin
2485,2024-02-14,UK,iOS,TikTok,low,non_spender
2486,2024-03-29,US,iOS,Organic,low,non_spender
2487,2024-02-16,AU,iOS,Facebook Ads,high,non_spender
2488,2024-02-07,CA,iOS,Organic,high,non_spender
2489,2024-03-29,AU,Android,Google Ads,high,dolphin
2490,2024-01-22,CA,iOS,Facebook Ads,low,non_spender
2491,2024-02-10,IN,iOS,TikTok,high,non_spender
2492,2024-02-26,UK,Android,Google Ads,mid,non_spender
2493,2024-02-19,US,Android,Organic,mid,non_spender
2494,2024-02-21,CA,iOS,Facebook Ads,high,non_spender
2495,2024-02-22,UK,iOS,Google Ads,low,minnow
2496,2024-01-04,AU,iOS,Facebook Ads,high,minnow
2497,2024-02-12,CA,Android,Organic,low,minnow
2498,2024-01-04,CA,Android,TikTok,mid,non_spender
2499,2024-02-19,AU,Android,Facebook Ads,low,dolphin
2500,2024-02-04,US,iOS,Facebook Ads,high,non_spender
2501,2024-01-24,US,Android,Google Ads,mid,minnow
2502,2024-02-19,IN,Android,Google Ads,high,non_spender
2503,2024-02-12,US,iOS,Facebook Ads,low,non_spender
2504,2024-03-18,AU,iOS,Google Ads,low,non_spender
2505,2024-01-28,IN,Android,Facebook Ads,mid,non_spender
2506,2024-01-16,US,iOS,Facebook Ads,high,non_spender
2507,2024-02-28,US,iOS,Google Ads,high,non_spender
2508,2024-02-06,AU,Android,Google Ads,low,non_spender
2509,2024-02-17,AU,Android,Facebook Ads,mid,non_spender
2510,2024-02-17,AU,Android,Google Ads,low,non_spender
2511,2024-01-04,US,Android,Facebook Ads,high,non_spender
2512,2024-01-22,UK,iOS,Google Ads,low,non_spender
2513,2024-01-12,AU,iOS,TikTok,high,minnow
2514,2024-01-18,UK,iOS,TikTok,low,non_spender
2515,2024-03-11,UK,Android,Facebook Ads,high,minnow
2516,2024-02-27,CA,iOS,TikTok,low,whale
2517,2024-03-30,CA,Android,Facebook Ads,mid,non_spender
2518,2024-03-10,US,Android,Facebook Ads,mid,non_spender
2519,2024-01-24,IN,iOS,Facebook Ads,high,non_spender
2520,2024-01-18,CA,iOS,Google Ads,low,non_spender
2521,2024-01-30,UK,iOS,Facebook Ads,mid,minnow
2522,2024-02-02,AU,iOS,Organic,low,non_spender
2523,2024-01-12,US,Android,Facebook Ads,mid,dolphin
2524,2024-01-27,CA,iOS,Facebook Ads,high,non_spender
2525,2024-01-21,US,iOS,TikTok,mid,non_spender
2526,2024-01-29,US,iOS,Organic,high,non_spender
2527,2024-03-02,US,iOS,Facebook Ads,low,non_spender
2528,2024-01-02,UK,iOS,Organic,low,non_spender
2529,2024-02-13,US,Android,Organic,low,non_spender
2530,2024-01-03,IN,Android,TikTok,low,non_spender
2531,2024-03-22,UK,Android,TikTok,low,non_spender
2532,2024-02-06,IN,iOS,Google Ads,high,dolphin
2533,2024-02-28,AU,iOS,Organic,low,non_spender
2534,2024-01-11,US,Android,Organic,high,minnow
2535,2024-03-22,CA,iOS,Organic,low,non_spender
2536,2024-03-28,US,iOS,TikTok,mid,non_spender
2537,2024-02-13,IN,Android,Google Ads,low,dolphin
2538,2024-02-11,CA,iOS,TikTok,low,minnow
2539,2024-02-26,US,iOS,Organic,mid,non_spender
2540,2024-01-16,UK,iOS,Google Ads,low,minnow
2541,2024-02-08,UK,iOS,Organic,high,non_spender
2542,2024-02-20,IN,iOS,TikTok,high,non_spender
2543,2024-01-09,UK,iOS,TikTok,low,non_spender
2544,2024-01-22,UK,Android,Google Ads,low,non_spender
2545,2024-03-27,UK,Android,Google Ads,mid,minnow
2546,2024-02-22,US,iOS,Facebook Ads,high,non_spender
2547,2024-03-14,IN,Android,Facebook Ads,mid,non_spender
2548,2024-01-15,CA,Android,Organic,low,non_spender
2549,2024-01-03,AU,Android,Google Ads,low,non_spender
2550,2024-01-29,US,Android,Facebook Ads,low,non_spender
2551,2024-01-06,CA,Android,Google Ads,mid,non_spender
2552,2024-02-07,CA,Android,TikTok,high,non_spender
2553,2024-01-19,UK,iOS,Facebook Ads,mid,dolphin
2554,2024-01-08,CA,Android,TikTok,high,minnow
2555,2024-03-24,AU,iOS,TikTok,low,non_spender
2556,2024-02-20,AU,Android,Facebook Ads,high,non_spender
2557,2024-02-14,US,iOS,Google Ads,low,non_spender
2558,2024-01-16,IN,iOS,Google Ads,high,non_spender
2559,2024-01-09,CA,iOS,Organic,low,non_spender
2560,2024-03-17,UK,Android,Facebook Ads,mid,non_spender
2561,2024-03-11,CA,iOS,TikTok,low,non_spender
2562,2024-02-10,IN,iOS,Organic,high,dolphin
2563,2024-02-13,IN,iOS,Facebook Ads,mid,non_spender
2564,2024-03-20,US,Android,Google Ads,low,minnow
2565,2024-02-25,US,iOS,TikTok,high,non_spender
2566,2024-02-19,IN,iOS,Facebook Ads,mid,non_spender
2567,2024-03-21,IN,iOS,Facebook Ads,low,minnow
2568,2024-03-18,US,Android,Facebook Ads,low,non_spender
2569,2024-01-23,CA,iOS,Google Ads,mid,whale
2570,2024-03-09,CA,Android,TikTok,high,dolphin
2571,2024-01-18,US,Android,Organic,low,dolphin
2572,2024-02-12,US,iOS,Facebook Ads,high,non_spender
2573,2024-01-18,IN,iOS,TikTok,mid,minnow
2574,2024-03-03,CA,Android,Google Ads,high,minnow
2575,2024-02-20,IN,Android,Facebook Ads,mid,non_spender
2576,2024-02-01,US,Android,Facebook Ads,high,non_spender
2577,2024-03-24,IN,Android,Organic,low,non_spender
2578,2024-03-08,CA,iOS,Organic,high,non_spender
2579,2024-03-07,CA,Android,Google Ads,high,dolphin
2580,2024-01-06,CA,Android,Facebook Ads,low,minnow
2581,2024-02-17,UK,Android,Facebook Ads,mid,non_spender
2582,2024-02-14,US,iOS,Organic,mid,non_spender
2583,2024-01-25,AU,Android,Organic,low,non_spender
2584,2024-03-22,UK,iOS,Organic,low,minnow
2585,2024-03-06,IN,iOS,Google Ads,low,non_spender
2586,2024-02-14,AU,iOS,Organic,low,non_spender
2587,2024-03-03,UK,iOS,Organic,high,minnow
2588,2024-03-17,CA,iOS,Organic,mid,non_spender
2589,2024-02-24,US,Android,Organic,mid,minnow
2590,2024-02-04,UK,Android,Facebook Ads,mid,non_spender
2591,2024-01-26,CA,Android,Facebook Ads,high,dolphin
2592,2024-02-14,US,Android,TikTok,high,non_spender
2593,2024-03-05,AU,iOS,Facebook Ads,low,non_spender
2594,2024-03-26,AU,Android,TikTok,high,non_spender
2595,2024-01-19,US,Android,Facebook Ads,low,non_spender
2596,2024-02-24,CA,iOS,Organic,high,non_spender
2597,2024-02-29,IN,iOS,Facebook Ads,high,non_spender
2598,2024-01-19,IN,Android,TikTok,low,non_spender
2599,2024-02-21,UK,Android,Google Ads,high,minnow
2600,2024-02-18,CA,iOS,TikTok,low,dolphin
2601,2024-02-09,IN,iOS,Facebook Ads,high,non_spender
2602,2024-03-17,CA,iOS,Organic,low,non_spender
2603,2024-02-23,UK,iOS,TikTok,low,non_spender
2604,2024-01-28,CA,Android,Facebook Ads,mid,minnow
2605,2024-02-29,IN,iOS,Google Ads,high,whale
2606,2024-03-12,UK,Android,Organic,low,non_spender
2607,2024-03-26,IN,Android,Google Ads,mid,dolphin
2608,2024-03-25,UK,Android,Facebook Ads,low,whale
2609,2024-03-05,AU,Android,Organic,mid,non_spender
2610,2024-03-04,UK,Android,TikTok,high,minnow
2611,2024-01-23,IN,Android,Google Ads,high,non_spender
2612,2024-03-17,AU,Android,Google Ads,low,non_spender
2613,2024-03-27,CA,Android,Google Ads,high,non_spender
2614,2024-01-21,US,iOS,Facebook Ads,high,non_spender
2615,2024-01-23,AU,iOS,Facebook Ads,low,non_spender
2616,2024-02-13,UK,Android,Facebook Ads,high,non_spender
2617,2024-02-16,CA,iOS,Facebook Ads,mid,non_spender
2618,2024-02-11,CA,iOS,Google Ads,mid,non_spender
2619,2024-02-17,CA,Android,Organic,low,non_spender
2620,2024-01-06,IN,iOS,TikTok,mid,non_spender
2621,2024-02-26,IN,Android,Google Ads,low,minnow
2622,2024-03-30,UK,Android,TikTok,low,non_spender
2623,2024-02-14,CA,iOS,Google Ads,mid,non_spender
2624,2024-03-27,US,iOS,TikTok,low,non_spender
2625,2024-01-17,IN,Android,Organic,high,minnow
2626,2024-03-06,CA,iOS,Google Ads,mid,non_spender
2627,2024-02-10,CA,iOS,Organic,low,non_spender
2628,2024-02-07,US,Android,Google Ads,mid,non_spender
2629,2024-03-15,IN,iOS,Facebook Ads,low,non_spender
2630,2024-02-09,UK,Android,Organic,mid,non_spender
2631,2024-01-24,CA,Android,Facebook Ads,high,non_spender
2632,2024-03-04,UK,iOS,Organic,low,non_spender
2633,2024-03-28,CA,Android,Google Ads,low,non_spender
2634,2024-03-02,IN,Android,TikTok,mid,non_spender
2635,2024-01-25,CA,iOS,TikTok,mid,non_spender
2636,2024-03-29,AU,Android,Organic,high,non_spender
2637,2024-01-19,AU,iOS,Organic,high,minnow
2638,2024-01-25,AU,iOS,Google Ads,high,minnow
2639,2024-03-13,UK,iOS,Facebook Ads,mid,non_spender
2640,2024-01-19,IN,Android,Google Ads,low,non_spender
2641,2024-03-20,CA,Android,Organic,mid,non_spender
2642,2024-02-24,IN,Android,Organic,low,non_spender
2643,2024-03-29,IN,iOS,TikTok,high,non_spender
2644,2024-01-06,AU,iOS,TikTok,low,non_spender
2645,2024-03-10,UK,iOS,Facebook Ads,high,non_spender
2646,2024-02-17,AU,iOS,Google Ads,mid,non_spender
2647,2024-01-31,US,Android,Google Ads,high,non_spender
2648,2024-01-30,US,Android,TikTok,mid,minnow
2649,2024-01-18,CA,Android,Google Ads,high,non_spender
2650,2024-03-13,CA,Android,Organic,low,non_spender
